time_s,y_pos_m,z_pos_m,fz_force_sensor_N,fz_force_base_N,adaptive_phi,dynamic_sigma
11.589,-0.38545,0.436811,-74.644,57.488,1e-06,1e-06
11.6789,-0.3857,0.436848,-74.801,57.446,1e-06,1e-06
11.8067,-0.38595,0.436882,-74.909,57.382,1e-06,1e-06
11.8924,-0.3862,0.436915,-74.97,57.293,1e-06,1e-06
11.9826,-0.38645,0.436946,-74.986,57.182,1e-06,1e-06
12.0769,-0.3867,0.436975,-74.962,57.05,1e-06,1e-06
12.17,-0.38695,0.437002,-74.903,56.9,1e-06,1e-06
12.2622,-0.3872,0.437028,-74.814,56.734,1e-06,1e-06
12.3578,-0.38745,0.437053,-74.701,56.555,1e-06,1e-06
12.4453,-0.3877,0.437077,-74.57,56.367,1e-06,1e-06
12.5432,-0.38795,0.437099,-74.425,56.173,1e-06,1e-06
12.6352,-0.3882,0.437121,-74.27,55.975,1e-06,1e-06
12.741,-0.38845,0.437141,-74.109,55.776,1e-06,1e-06
12.8256,-0.3887,0.437161,-73.946,55.577,1e-06,1e-06
12.9389,-0.38895,0.43718,-73.782,55.38,1e-06,1e-06
13.0503,-0.3892,0.437198,-73.62,55.186,1e-06,1e-06
13.1667,-0.38945,0.437216,-73.462,54.998,1e-06,1e-06
13.2954,-0.3897,0.437232,-73.308,54.814,1e-06,1e-06
13.3939,-0.38995,0.437249,-73.159,54.636,1e-06,1e-06
13.5254,-0.3902,0.437264,-73.017,54.465,1e-06,1e-06
13.6298,-0.39045,0.437279,-72.881,54.3,1e-06,1e-06
13.744,-0.3907,0.437294,-72.751,54.142,1e-06,1e-06
13.8731,-0.39095,0.437308,-72.627,53.99,1e-06,1e-06
14.0131,-0.3912,0.437321,-72.51,53.845,1e-06,1e-06
14.1459,-0.39145,0.437334,-72.399,53.706,1e-06,1e-06
14.2658,-0.3917,0.437347,-72.294,53.573,1e-06,1e-06
14.3769,-0.39195,0.437359,-72.195,53.447,1e-06,1e-06
14.5036,-0.3922,0.437371,-72.1,53.325,1e-06,1e-06
14.6059,-0.39245,0.437382,-72.011,53.21,1e-06,1e-06
14.7241,-0.3927,0.437393,-71.926,53.099,1e-06,1e-06
14.8277,-0.39295,0.437404,-71.846,52.993,1e-06,1e-06
14.9362,-0.3932,0.437414,-71.77,52.892,1e-06,1e-06
15.03,-0.39345,0.437424,-71.698,52.795,1e-06,1e-06
15.1496,-0.3937,0.437434,-71.629,52.702,1e-06,1e-06
15.2511,-0.39395,0.437443,-71.563,52.613,1e-06,1e-06
15.3308,-0.3942,0.437452,-71.501,52.528,1e-06,1e-06
15.4294,-0.39445,0.437461,-71.441,52.446,1e-06,1e-06
15.5223,-0.3947,0.437469,-71.384,52.368,1e-06,1e-06
15.6177,-0.39495,0.437477,-71.329,52.293,1e-06,1e-06
15.732,-0.3952,0.437485,-71.277,52.22,1e-06,1e-06
15.8357,-0.39545,0.437493,-71.227,52.151,1e-06,1e-06
15.9552,-0.3957,0.4375,-71.179,52.084,1e-06,1e-06
16.1209,-0.39595,0.437507,-71.133,52.019,1e-06,1e-06
16.2659,-0.3962,0.437514,-71.089,51.957,1e-06,1e-06
16.4161,-0.39645,0.437521,-71.047,51.898,1e-06,1e-06
16.5888,-0.3967,0.437528,-71.006,51.84,1e-06,1e-06
16.8778,-0.39695,0.437534,-70.967,51.785,1e-06,1e-06
17.0175,-0.3972,0.43754,-70.931,51.736,1e-06,1e-06
17.1344,-0.39745,0.437546,-70.903,51.7,1e-06,1e-06
17.2609,-0.3977,0.437552,-70.878,51.669,1e-06,1e-06
17.392,-0.39795,0.437557,-70.854,51.64,1e-06,1e-06
17.5185,-0.3982,0.437563,-70.831,51.611,1e-06,1e-06
17.6333,-0.39845,0.437568,-70.808,51.586,1e-06,1e-06
17.7458,-0.3987,0.437573,-70.786,51.563,1e-06,1e-06
17.8636,-0.39895,0.437578,-70.765,51.542,1e-06,1e-06
17.9952,-0.3992,0.437582,-70.743,51.52,1e-06,1e-06
18.1445,-0.39945,0.437587,-70.72,51.498,1e-06,1e-06
18.2767,-0.3997,0.437591,-70.697,51.476,1e-06,1e-06
18.4207,-0.39995,0.437596,-70.673,51.453,1e-06,1e-06
18.5381,-0.4002,0.4376,-70.649,51.43,1e-06,1e-06
18.669,-0.40045,0.437175,0.0,0.0,1e-06,1e-06
18.7687,-0.4007,0.437229,-45.808,35.246,1e-06,1e-06
18.8909,-0.40095,0.437279,-53.736,40.315,1e-06,1e-06
19.0186,-0.4012,0.437322,-59.493,44.034,1e-06,1e-06
19.1602,-0.40145,0.437357,-63.997,47.011,1e-06,1e-06
19.2788,-0.4017,0.437387,-67.571,49.459,1e-06,1e-06
19.3799,-0.40195,0.437411,-70.364,51.446,1e-06,1e-06
19.4954,-0.4022,0.437431,-72.452,52.959,1e-06,1e-06
19.6141,-0.40245,0.437448,-73.938,54.051,1e-06,1e-06
19.7191,-0.4027,0.437462,-74.926,54.787,1e-06,1e-06
19.8259,-0.40295,0.437474,-75.515,55.235,1e-06,1e-06
19.9293,-0.4032,0.437484,-75.796,55.457,1e-06,1e-06
20.059,-0.40345,0.437493,-75.85,55.513,1e-06,1e-06
20.2031,-0.4037,0.437502,-75.743,55.451,1e-06,1e-06
20.3468,-0.40395,0.437509,-75.525,55.303,1e-06,1e-06
20.457,-0.4042,0.437517,-75.236,55.095,1e-06,1e-06
20.5709,-0.40445,0.437524,-74.904,54.848,1e-06,1e-06
20.7046,-0.4047,0.437531,-74.551,54.578,1e-06,1e-06
20.8302,-0.40495,0.437538,-74.195,54.298,1e-06,1e-06
20.951,-0.4052,0.437545,-73.845,54.016,1e-06,1e-06
21.0526,-0.40545,0.437553,-73.508,53.739,1e-06,1e-06
21.1969,-0.4057,0.43756,-73.191,53.472,1e-06,1e-06
21.3536,-0.40595,0.437567,-72.904,53.236,1e-06,1e-06
21.4641,-0.4062,0.437574,-72.643,53.02,1e-06,1e-06
21.5501,-0.40645,0.437581,-72.406,52.822,1e-06,1e-06
21.6888,-0.4067,0.437588,-72.191,52.642,1e-06,1e-06
21.8031,-0.40695,0.437595,-71.997,52.477,1e-06,1e-06
21.922,-0.4072,0.437601,-71.821,52.327,1e-06,1e-06
22.0434,-0.40745,0.437608,-71.662,52.19,1e-06,1e-06
22.1655,-0.4077,0.437614,-71.519,52.068,1e-06,1e-06
22.2977,-0.40795,0.43762,-71.394,51.966,1e-06,1e-06
22.4188,-0.4082,0.437193,0.0,0.0,1e-06,1e-06
22.5259,-0.40845,0.437253,-46.485,35.8,1e-06,1e-06
22.6191,-0.4087,0.437308,-54.317,40.772,1e-06,1e-06
22.734,-0.40895,0.437354,-59.989,44.406,1e-06,1e-06
22.837,-0.4092,0.437391,-64.418,47.31,1e-06,1e-06
22.9279,-0.40945,0.437422,-67.927,49.702,1e-06,1e-06
23.0451,-0.4097,0.437447,-70.66,51.642,1e-06,1e-06
23.1421,-0.40995,0.437467,-72.692,53.112,1e-06,1e-06
23.2368,-0.4102,0.437484,-74.125,54.164,1e-06,1e-06
23.3537,-0.41045,0.437497,-75.064,54.866,1e-06,1e-06
23.4502,-0.4107,0.437509,-75.611,55.283,1e-06,1e-06
23.5496,-0.41095,0.437518,-75.856,55.48,1e-06,1e-06
23.6507,-0.4112,0.437527,-75.878,55.51,1e-06,1e-06
23.7441,-0.41145,0.437535,-75.745,55.424,1e-06,1e-06
23.828,-0.4117,0.437542,-75.508,55.259,1e-06,1e-06
23.9518,-0.41195,0.437549,-75.204,55.038,1e-06,1e-06
24.0647,-0.4122,0.437556,-74.863,54.783,1e-06,1e-06
24.1501,-0.41245,0.437563,-74.505,54.507,1e-06,1e-06
24.2582,-0.4127,0.43757,-74.145,54.223,1e-06,1e-06
24.3625,-0.41295,0.437577,-73.794,53.94,1e-06,1e-06
24.4654,-0.4132,0.437584,-73.464,53.673,1e-06,1e-06
24.5451,-0.41345,0.437591,-73.159,53.426,1e-06,1e-06
24.6223,-0.4137,0.437598,-72.877,53.196,1e-06,1e-06
24.6972,-0.41395,0.437605,-72.618,52.983,1e-06,1e-06
24.7901,-0.4142,0.437612,-72.383,52.787,1e-06,1e-06
24.8672,-0.41445,0.437619,-72.17,52.608,1e-06,1e-06
24.9678,-0.4147,0.437625,-71.976,52.444,1e-06,1e-06
25.0744,-0.41495,0.437632,-71.801,52.295,1e-06,1e-06
25.1789,-0.4152,0.437638,-71.642,52.16,1e-06,1e-06
25.2858,-0.41545,0.437645,-71.503,52.047,1e-06,1e-06
25.3825,-0.4157,0.437218,0.0,0.0,1e-06,1e-06
25.4828,-0.41595,0.437282,-46.847,36.123,1e-06,1e-06
25.5831,-0.4162,0.43734,-54.587,41.011,1e-06,1e-06
25.6709,-0.41645,0.437387,-60.188,44.579,1e-06,1e-06
25.7629,-0.4167,0.437426,-64.56,47.43,1e-06,1e-06
25.8627,-0.41695,0.437457,-68.016,49.767,1e-06,1e-06
25.9502,-0.4172,0.437481,-70.71,51.673,1e-06,1e-06
26.1053,-0.41745,0.437501,-72.71,53.118,1e-06,1e-06
26.2444,-0.4177,0.437517,-74.116,54.15,1e-06,1e-06
26.3626,-0.41795,0.437529,-75.033,54.835,1e-06,1e-06
26.4535,-0.4182,0.43754,-75.562,55.24,1e-06,1e-06
26.5662,-0.41845,0.437549,-75.794,55.427,1e-06,1e-06
26.659,-0.4187,0.437556,-75.807,55.451,1e-06,1e-06
26.7377,-0.41895,0.437563,-75.668,55.361,1e-06,1e-06
26.8174,-0.4192,0.43757,-75.427,55.193,1e-06,1e-06
26.8889,-0.41945,0.437576,-75.123,54.972,1e-06,1e-06
26.9839,-0.4197,0.437582,-74.783,54.718,1e-06,1e-06
27.111,-0.41995,0.437589,-74.428,54.444,1e-06,1e-06
27.2255,-0.4202,0.437595,-74.073,54.164,1e-06,1e-06
27.3444,-0.42045,0.437602,-73.727,53.884,1e-06,1e-06
27.44,-0.4207,0.437609,-73.404,53.625,1e-06,1e-06
27.5339,-0.42095,0.437616,-73.103,53.382,1e-06,1e-06
27.6434,-0.4212,0.437623,-72.827,53.156,1e-06,1e-06
27.7519,-0.42145,0.43763,-72.574,52.948,1e-06,1e-06
27.8555,-0.4217,0.437637,-72.343,52.756,1e-06,1e-06
27.9786,-0.42195,0.437644,-72.133,52.581,1e-06,1e-06
28.092,-0.4222,0.43765,-71.944,52.42,1e-06,1e-06
28.223,-0.42245,0.437657,-71.772,52.274,1e-06,1e-06
28.3309,-0.4227,0.437663,-71.618,52.145,1e-06,1e-06
28.4422,-0.42295,0.43767,-71.481,52.036,1e-06,1e-06
28.5511,-0.4232,0.437243,0.0,0.0,1e-06,1e-06
28.6732,-0.42345,0.437311,-47.145,36.399,1e-06,1e-06
28.811,-0.4237,0.437372,-54.792,41.206,1e-06,1e-06
28.9226,-0.42395,0.437421,-60.324,44.71,1e-06,1e-06
29.0356,-0.4242,0.437461,-64.644,47.514,1e-06,1e-06
29.1688,-0.42445,0.437492,-68.051,49.796,1e-06,1e-06
29.2666,-0.4247,0.437516,-70.71,51.67,1e-06,1e-06
29.4641,-0.42495,0.437535,-72.683,53.094,1e-06,1e-06
29.5917,-0.4252,0.43755,-74.068,54.109,1e-06,1e-06
29.7272,-0.42545,0.437561,-74.968,54.782,1e-06,1e-06
29.8353,-0.4257,0.43757,-75.485,55.178,1e-06,1e-06
29.9622,-0.42595,0.437578,-75.708,55.359,1e-06,1e-06
30.0859,-0.4262,0.437585,-75.715,55.379,1e-06,1e-06
30.2226,-0.42645,0.437591,-75.574,55.289,1e-06,1e-06
30.3471,-0.4267,0.437596,-75.333,55.122,1e-06,1e-06
30.4669,-0.42695,0.437602,-75.032,54.903,1e-06,1e-06
30.591,-0.4272,0.437608,-74.696,54.652,1e-06,1e-06
30.7094,-0.42745,0.437614,-74.346,54.383,1e-06,1e-06
30.8037,-0.4277,0.43762,-73.996,54.107,1e-06,1e-06
30.9198,-0.42795,0.437627,-73.656,53.832,1e-06,1e-06
31.025,-0.4282,0.437633,-73.338,53.577,1e-06,1e-06
31.1507,-0.42845,0.43764,-73.043,53.339,1e-06,1e-06
31.2589,-0.4287,0.437647,-72.773,53.118,1e-06,1e-06
31.37,-0.42895,0.437654,-72.525,52.913,1e-06,1e-06
31.4836,-0.4292,0.437661,-72.299,52.726,1e-06,1e-06
31.5944,-0.42945,0.437668,-72.095,52.554,1e-06,1e-06
31.7212,-0.4297,0.437674,-71.909,52.398,1e-06,1e-06
31.841,-0.42995,0.437681,-71.741,52.255,1e-06,1e-06
31.9421,-0.4302,0.437687,-71.592,52.132,1e-06,1e-06
32.0733,-0.43045,0.437694,-71.458,52.026,1e-06,1e-06
32.1756,-0.4307,0.437267,0.0,0.0,1e-06,1e-06
32.2771,-0.43095,0.43734,-47.445,36.68,1e-06,1e-06
32.3692,-0.4312,0.437404,-55.003,41.407,1e-06,1e-06
32.4697,-0.43145,0.437454,-60.47,44.851,1e-06,1e-06
32.5686,-0.4317,0.437494,-64.741,47.608,1e-06,1e-06
32.671,-0.43195,0.437526,-68.1,49.837,1e-06,1e-06
32.7604,-0.4322,0.43755,-70.726,51.68,1e-06,1e-06
32.8448,-0.43245,0.437568,-72.673,53.082,1e-06,1e-06
32.9512,-0.4327,0.437582,-74.036,54.081,1e-06,1e-06
33.0395,-0.43295,0.437592,-74.919,54.741,1e-06,1e-06
33.148,-0.4332,0.4376,-75.422,55.128,1e-06,1e-06
33.2354,-0.43345,0.437607,-75.635,55.303,1e-06,1e-06
33.3242,-0.4337,0.437613,-75.636,55.319,1e-06,1e-06
33.427,-0.43395,0.437618,-75.491,55.226,1e-06,1e-06
33.5172,-0.4342,0.437623,-75.25,55.06,1e-06,1e-06
33.601,-0.43445,0.437628,-74.95,54.843,1e-06,1e-06
33.6976,-0.4347,0.437633,-74.617,54.595,1e-06,1e-06
33.8018,-0.43495,0.437639,-74.271,54.33,1e-06,1e-06
33.9003,-0.4352,0.437644,-73.925,54.058,1e-06,1e-06
33.9939,-0.43545,0.437651,-73.59,53.787,1e-06,1e-06
34.0778,-0.4357,0.437657,-73.277,53.534,1e-06,1e-06
34.2095,-0.43595,0.437664,-72.988,53.299,1e-06,1e-06
34.317,-0.4362,0.437671,-72.722,53.082,1e-06,1e-06
34.4248,-0.43645,0.437677,-72.479,52.882,1e-06,1e-06
34.5361,-0.4367,0.437684,-72.259,52.699,1e-06,1e-06
34.635,-0.43695,0.437691,-72.058,52.531,1e-06,1e-06
34.762,-0.4372,0.437698,-71.877,52.378,1e-06,1e-06
34.8704,-0.43745,0.437705,-71.713,52.238,1e-06,1e-06
35.0332,-0.4377,0.437711,-71.567,52.121,1e-06,1e-06
35.1371,-0.43795,0.437717,-71.437,52.017,1e-06,1e-06
35.241,-0.4382,0.437291,0.0,0.0,1e-06,1e-06
35.3464,-0.43845,0.437368,-47.747,36.962,1e-06,1e-06
35.4521,-0.4387,0.437435,-55.216,41.611,1e-06,1e-06
35.5356,-0.43895,0.437487,-60.619,44.995,1e-06,1e-06
35.6222,-0.4392,0.437528,-64.841,47.704,1e-06,1e-06
35.7169,-0.43945,0.437559,-68.155,49.884,1e-06,1e-06
35.8071,-0.4397,0.437583,-70.747,51.694,1e-06,1e-06
35.9079,-0.43995,0.437601,-72.667,53.074,1e-06,1e-06
35.9933,-0.4402,0.437613,-74.008,54.056,1e-06,1e-06
36.081,-0.44045,0.437623,-74.874,54.703,1e-06,1e-06
36.18,-0.4407,0.43763,-75.362,55.08,1e-06,1e-06
36.2755,-0.44095,0.437635,-75.565,55.248,1e-06,1e-06
36.3655,-0.4412,0.43764,-75.559,55.26,1e-06,1e-06
36.4798,-0.44145,0.437644,-75.411,55.166,1e-06,1e-06
36.5702,-0.4417,0.437649,-75.169,55.0,1e-06,1e-06
36.6559,-0.44195,0.437653,-74.869,54.785,1e-06,1e-06
36.7581,-0.4422,0.437658,-74.539,54.539,1e-06,1e-06
36.8482,-0.44245,0.437663,-74.197,54.277,1e-06,1e-06
36.9505,-0.4427,0.437668,-73.856,54.009,1e-06,1e-06
37.0407,-0.44295,0.437674,-73.526,53.742,1e-06,1e-06
37.1299,-0.4432,0.437681,-73.218,53.492,1e-06,1e-06
37.2153,-0.44345,0.437687,-72.933,53.261,1e-06,1e-06
37.3219,-0.4437,0.437694,-72.673,53.048,1e-06,1e-06
37.4256,-0.44395,0.437701,-72.435,52.853,1e-06,1e-06
37.5157,-0.4442,0.437707,-72.219,52.673,1e-06,1e-06
37.61,-0.44445,0.437714,-72.023,52.509,1e-06,1e-06
37.7236,-0.4447,0.437721,-71.846,52.359,1e-06,1e-06
37.8097,-0.44495,0.437728,-71.686,52.225,1e-06,1e-06
37.9149,-0.4452,0.437734,-71.544,52.111,1e-06,1e-06
38.0227,-0.44545,0.437307,0.0,0.0,1e-06,1e-06
38.1026,-0.4457,0.437389,-48.12,37.305,1e-06,1e-06
38.207,-0.44595,0.437459,-55.52,41.889,1e-06,1e-06
38.293,-0.4462,0.437514,-60.875,45.223,1e-06,1e-06
38.3929,-0.44645,0.437556,-65.061,47.894,1e-06,1e-06
38.4971,-0.4467,0.437588,-68.343,50.039,1e-06,1e-06
38.5802,-0.44695,0.437611,-70.898,51.808,1e-06,1e-06
38.6591,-0.4472,0.437628,-72.789,53.161,1e-06,1e-06
38.7503,-0.44745,0.43764,-74.104,54.123,1e-06,1e-06
38.8367,-0.4477,0.437649,-74.944,54.752,1e-06,1e-06
38.9018,-0.44795,0.437655,-75.41,55.113,1e-06,1e-06
38.9833,-0.4482,0.43766,-75.593,55.267,1e-06,1e-06
39.0679,-0.44845,0.437664,-75.57,55.268,1e-06,1e-06
39.158,-0.4487,0.437667,-75.409,55.166,1e-06,1e-06
39.2636,-0.44895,0.437671,-75.158,54.994,1e-06,1e-06
39.351,-0.4492,0.437675,-74.852,54.775,1e-06,1e-06
39.4455,-0.44945,0.437679,-74.517,54.527,1e-06,1e-06
39.547,-0.4497,0.437684,-74.172,54.263,1e-06,1e-06
39.6443,-0.44995,0.437689,-73.831,53.995,1e-06,1e-06
39.7427,-0.4502,0.437695,-73.501,53.729,1e-06,1e-06
39.8294,-0.45045,0.437701,-73.192,53.478,1e-06,1e-06
39.9206,-0.4507,0.437708,-72.91,53.248,1e-06,1e-06
40.0026,-0.45095,0.437714,-72.651,53.037,1e-06,1e-06
40.1252,-0.4512,0.437721,-72.415,52.843,1e-06,1e-06
40.226,-0.45145,0.437728,-72.201,52.665,1e-06,1e-06
40.3173,-0.4517,0.437735,-72.008,52.503,1e-06,1e-06
40.432,-0.45195,0.437742,-71.833,52.355,1e-06,1e-06
40.5492,-0.4522,0.437749,-71.676,52.224,1e-06,1e-06
40.6371,-0.45245,0.437756,-71.535,52.112,1e-06,1e-06
40.7451,-0.4527,0.437328,0.0,0.0,1e-06,1e-06
40.8451,-0.45295,0.437415,-48.42,37.584,1e-06,1e-06
40.9211,-0.4532,0.437488,-55.736,42.093,1e-06,1e-06
41.0293,-0.45345,0.437544,-61.029,45.369,1e-06,1e-06
41.1289,-0.4537,0.437587,-65.168,47.994,1e-06,1e-06
41.2139,-0.45395,0.437619,-68.412,50.103,1e-06,1e-06
41.292,-0.4542,0.437642,-70.931,51.832,1e-06,1e-06
41.3946,-0.45445,0.437659,-72.794,53.162,1e-06,1e-06
41.48,-0.4547,0.43767,-74.086,54.106,1e-06,1e-06
41.5835,-0.45495,0.437678,-74.908,54.722,1e-06,1e-06
41.6573,-0.4552,0.437683,-75.359,55.073,1e-06,1e-06
41.7433,-0.45545,0.437686,-75.532,55.22,1e-06,1e-06
41.84,-0.4557,0.437689,-75.502,55.216,1e-06,1e-06
41.9173,-0.45595,0.437692,-75.337,55.112,1e-06,1e-06
41.9956,-0.4562,0.437695,-75.084,54.939,1e-06,1e-06
42.0891,-0.45645,0.437698,-74.778,54.721,1e-06,1e-06
42.1772,-0.4567,0.437702,-74.446,54.476,1e-06,1e-06
42.2846,-0.45695,0.437706,-74.105,54.215,1e-06,1e-06
42.3738,-0.4572,0.437711,-73.767,53.95,1e-06,1e-06
42.4623,-0.45745,0.437717,-73.443,53.688,1e-06,1e-06
42.5712,-0.4577,0.437723,-73.139,53.441,1e-06,1e-06
42.6623,-0.45795,0.437729,-72.861,53.215,1e-06,1e-06
42.7544,-0.4582,0.437736,-72.607,53.008,1e-06,1e-06
42.8672,-0.45845,0.437743,-72.376,52.817,1e-06,1e-06
42.9626,-0.4587,0.43775,-72.166,52.643,1e-06,1e-06
43.0646,-0.45895,0.437757,-71.977,52.484,1e-06,1e-06
43.187,-0.4592,0.437764,-71.805,52.339,1e-06,1e-06
43.2972,-0.45945,0.437771,-71.652,52.214,1e-06,1e-06
43.4306,-0.4597,0.437777,-71.514,52.105,1e-06,1e-06
43.5341,-0.45995,0.43735,0.0,0.0,1e-06,1e-06
43.6356,-0.4602,0.437441,-48.71,37.858,1e-06,1e-06
43.7382,-0.46045,0.437517,-55.941,42.289,1e-06,1e-06
43.866,-0.4607,0.437575,-61.173,45.506,1e-06,1e-06
43.9545,-0.46095,0.437619,-65.264,48.085,1e-06,1e-06
44.0856,-0.4612,0.437651,-68.469,50.156,1e-06,1e-06
44.2056,-0.46145,0.437674,-70.951,51.847,1e-06,1e-06
44.315,-0.4617,0.437689,-72.786,53.153,1e-06,1e-06
44.447,-0.46195,0.4377,-74.056,54.08,1e-06,1e-06
44.5453,-0.4622,0.437706,-74.859,54.683,1e-06,1e-06
44.6514,-0.46245,0.43771,-75.297,55.024,1e-06,1e-06
44.74,-0.4627,0.437713,-75.46,55.165,1e-06,1e-06
44.8513,-0.46295,0.437715,-75.424,55.157,1e-06,1e-06
44.9384,-0.4632,0.437717,-75.255,55.051,1e-06,1e-06
45.0491,-0.46345,0.437719,-75.002,54.879,1e-06,1e-06
45.1542,-0.4637,0.437721,-74.697,54.663,1e-06,1e-06
45.2382,-0.46395,0.437725,-74.368,54.419,1e-06,1e-06
45.3291,-0.4642,0.437729,-74.031,54.162,1e-06,1e-06
45.4232,-0.46445,0.437733,-73.699,53.901,1e-06,1e-06
45.5112,-0.4647,0.437739,-73.379,53.643,1e-06,1e-06
45.6039,-0.46495,0.437745,-73.081,53.4,1e-06,1e-06
45.7058,-0.4652,0.437751,-72.808,53.179,1e-06,1e-06
45.7855,-0.46545,0.437757,-72.559,52.976,1e-06,1e-06
45.886,-0.4657,0.437764,-72.333,52.789,1e-06,1e-06
45.9881,-0.46595,0.437771,-72.128,52.619,1e-06,1e-06
46.0784,-0.4662,0.437778,-71.943,52.463,1e-06,1e-06
46.1859,-0.46645,0.437785,-71.775,52.322,1e-06,1e-06
46.283,-0.4667,0.437792,-71.625,52.202,1e-06,1e-06
46.3869,-0.46695,0.437799,-71.49,52.095,1e-06,1e-06
46.4824,-0.4672,0.437372,0.0,0.0,1e-06,1e-06
46.5649,-0.46745,0.437467,-48.998,38.13,1e-06,1e-06
46.644,-0.4677,0.437546,-56.145,42.484,1e-06,1e-06
46.7338,-0.46795,0.437606,-61.314,45.641,1e-06,1e-06
46.8236,-0.4682,0.43765,-65.357,48.173,1e-06,1e-06
46.9072,-0.46845,0.437682,-68.524,50.208,1e-06,1e-06
47.0075,-0.4687,0.437705,-70.968,51.861,1e-06,1e-06
47.0951,-0.46895,0.43772,-72.775,53.142,1e-06,1e-06
47.1926,-0.4692,0.437729,-74.022,54.052,1e-06,1e-06
47.2803,-0.46945,0.437734,-74.808,54.642,1e-06,1e-06
47.4037,-0.4697,0.437737,-75.232,54.974,1e-06,1e-06
47.4956,-0.46995,0.437739,-75.384,55.108,1e-06,1e-06
47.6043,-0.4702,0.43774,-75.342,55.097,1e-06,1e-06
47.687,-0.47045,0.437741,-75.171,54.989,1e-06,1e-06
47.8057,-0.4707,0.437742,-74.917,54.817,1e-06,1e-06
47.8992,-0.47095,0.437744,-74.614,54.602,1e-06,1e-06
48.0003,-0.4712,0.437747,-74.288,54.362,1e-06,1e-06
48.0933,-0.47145,0.437751,-73.956,54.109,1e-06,1e-06
48.1948,-0.4717,0.437755,-73.628,53.852,1e-06,1e-06
48.2974,-0.47195,0.43776,-73.314,53.598,1e-06,1e-06
48.387,-0.4722,0.437766,-73.022,53.359,1e-06,1e-06
48.4775,-0.47245,0.437772,-72.754,53.142,1e-06,1e-06
48.559,-0.4727,0.437778,-72.51,52.943,1e-06,1e-06
48.6532,-0.47295,0.437785,-72.289,52.761,1e-06,1e-06
48.7432,-0.4732,0.437792,-72.088,52.594,1e-06,1e-06
48.8296,-0.47345,0.437799,-71.907,52.442,1e-06,1e-06
48.9372,-0.4737,0.437806,-71.744,52.307,1e-06,1e-06
49.0403,-0.47395,0.437813,-71.598,52.19,1e-06,1e-06
49.125,-0.4742,0.43782,-71.465,52.086,1e-06,1e-06
49.2288,-0.47445,0.437393,0.0,0.0,1e-06,1e-06
49.3046,-0.4747,0.437493,-49.285,38.401,1e-06,1e-06
49.4071,-0.47495,0.437575,-56.346,42.677,1e-06,1e-06
49.5156,-0.4752,0.437636,-61.453,45.775,1e-06,1e-06
49.6154,-0.47545,0.437681,-65.448,48.26,1e-06,1e-06
49.7079,-0.4757,0.437714,-68.575,50.257,1e-06,1e-06
49.809,-0.47595,0.437736,-70.983,51.872,1e-06,1e-06
49.9282,-0.4762,0.43775,-72.762,53.13,1e-06,1e-06
50.0137,-0.47645,0.437758,-73.986,54.022,1e-06,1e-06
50.1223,-0.4767,0.437762,-74.754,54.599,1e-06,1e-06
50.2144,-0.47695,0.437764,-75.164,54.922,1e-06,1e-06
50.311,-0.4772,0.437765,-75.307,55.05,1e-06,1e-06
