time_s,y_pos_m,z_pos_m,fz_force_sensor_N,fz_force_base_N,adaptive_phi,dynamic_sigma
4.5104,-0.38945,0.834217,105.324,-36.781,0.001935,0.001
4.5399,-0.3897,0.838678,88.48,-115.778,0.00177,0.001
4.573,-0.38995,0.840909,63.261,-214.745,0.001505,0.001
4.6019,-0.3902,0.841296,21.608,-276.91,0.001178,0.001
4.6329,-0.39045,0.840401,-11.854,-281.505,0.000846,0.001
4.6654,-0.3907,0.838383,-26.568,-269.606,0.000527,0.001
4.6977,-0.39095,0.835352,-29.522,-257.138,0.00022,0.001
4.7277,-0.3912,0.83154,-26.532,-234.64,-6.5e-05,0.001
4.7603,-0.39145,0.827181,-20.253,-202.332,-0.000317,0.001
4.7903,-0.3917,0.822525,-12.676,-157.879,-0.000525,0.001
4.8243,-0.39195,0.81778,-5.982,-105.46,-0.000681,0.001
4.8553,-0.3922,0.813091,-1.637,-51.826,-0.000782,0.001
4.8853,-0.39245,0.808567,0.0,0.0,-0.000832,0.001
4.9213,-0.3927,0.803887,-0.0,0.0,-0.000882,0.001
4.9479,-0.39295,0.799148,-0.0,0.0,-0.000932,0.001
4.9749,-0.3932,0.794429,-0.0,0.0,-0.000982,0.001
5.0069,-0.39345,0.789795,-0.0,0.0,-0.001032,0.001
5.0394,-0.3937,0.785304,-0.0,0.0,-0.001082,0.001
5.0694,-0.39395,0.781,-0.0,0.0,-0.001132,0.001
5.1034,-0.3942,0.776918,-0.0,0.0,-0.001182,0.001
5.1354,-0.39445,0.773081,-0.0,0.0,-0.001232,0.001
5.1679,-0.3947,0.769506,-0.0,0.0,-0.001282,0.001
5.1944,-0.39495,0.766203,-0.0,0.0,-0.001332,0.001
5.2274,-0.3952,0.763174,-0.0,0.0,-0.001382,0.001
5.2599,-0.39545,0.760419,-0.0,0.0,-0.001432,0.001
5.2919,-0.3957,0.757933,-0.0,0.0,-0.001482,0.001
5.3199,-0.39595,0.755706,-0.0,0.0,-0.001532,0.001
5.3524,-0.3962,0.753729,-0.0,0.0,-0.001582,0.001
5.3864,-0.39645,0.751995,-0.0,0.0,-0.001632,0.001
5.4174,-0.3967,0.750527,-0.0,0.0,-0.001682,0.001
5.4505,-0.39695,0.749377,-0.0,0.0,-0.001732,0.001
5.4795,-0.3972,0.748617,-0.0,0.0,-0.001782,0.001
5.5115,-0.39745,0.748191,-0.0,0.0,-0.001832,0.001
5.543,-0.3977,0.748043,-0.0,0.0,-0.001882,0.001
5.574,-0.39795,0.74801,-0.0,0.0,-0.001932,0.001
5.604,-0.3982,0.747984,-0.0,0.0,-0.001982,0.001
5.6375,-0.39845,0.74794,-0.0,0.0,-0.002032,0.001
5.6675,-0.3987,0.74787,-0.0,0.0,-0.002082,0.001
5.698,-0.39895,0.747767,-0.0,0.0,-0.002132,0.001
5.73,-0.3992,0.747628,-0.0,0.0,-0.002182,0.001
5.7645,-0.39945,0.74745,-0.0,0.0,-0.002232,0.001
5.8095,-0.3997,0.747232,-0.0,0.0,-0.002282,0.001
5.839,-0.39995,0.746974,-0.0,0.0,-0.002332,0.001
5.868,-0.4002,0.746675,-0.0,0.0,-0.002382,0.001
5.899,-0.40045,0.746336,-0.0,0.0,-0.002432,0.001
5.9274,-0.4007,0.74596,-0.0,0.0,-0.002482,0.001
5.9585,-0.40095,0.745548,-0.0,0.0,-0.002532,0.001
5.9926,-0.4012,0.745102,-0.0,0.0,-0.002582,0.001
6.0227,-0.40145,0.744625,-0.0,0.0,-0.002632,0.001
6.0574,-0.4017,0.744121,-0.0,0.0,-0.002682,0.001
6.0873,-0.40195,0.743592,-0.0,0.0,-0.002732,0.001
6.1213,-0.4022,0.74304,-0.0,0.0,-0.002782,0.001
6.1518,-0.40245,0.74247,-0.0,0.0,-0.002832,0.001
6.1843,-0.4027,0.741884,-0.0,0.0,-0.002882,0.001
6.2153,-0.40295,0.741286,-0.0,0.0,-0.002932,0.001
6.2448,-0.4032,0.740677,-0.0,0.0,-0.002982,0.001
6.2778,-0.40345,0.74006,-0.0,0.0,-0.003032,0.001
6.3089,-0.4037,0.739438,-0.0,0.0,-0.003082,0.001
6.3445,-0.40395,0.738814,-0.0,0.0,-0.003132,0.001
6.3734,-0.4042,0.738188,-0.0,0.0,-0.003182,0.001
6.4064,-0.40445,0.737563,-0.0,0.0,-0.003232,0.001
6.4356,-0.4047,0.736941,-0.0,0.0,-0.003282,0.001
6.4681,-0.40495,0.736322,-0.0,0.0,-0.003332,0.001
6.4972,-0.4052,0.735709,-0.0,0.0,-0.003382,0.001
6.5322,-0.40545,0.735101,-0.0,0.0,-0.003432,0.001
6.5647,-0.4057,0.734499,-0.0,0.0,-0.003482,0.001
6.6096,-0.40595,0.733905,-0.0,0.0,-0.003532,0.001
